url,title,full_text,date_published,views,author
https://tgstat.ru/channel/@sanya_florida/23357,,"Визиты голливудских звезд в Украину спонсировались USAID.
Визиты артистов преподносились как порывы доброй воли.
Анджелине Джоли заплатили за визит $20 млн.,
Орландо Блум обошелся в $8 млн.,
Шонн Пенн — $5 млн.,
Бен Стиллер — $4 млн.,
Жан-Клод Ван Дамм обошелся всего в $1,5 млн.
Посланцы доброй воли, блин. Я думал, что они туда поперлись как мухи на гавно.","6 Feb, 15:05",519.2k,Саня во Флориде
https://tgstat.ru/channel/v-P0xT4ViGI4Yzg6/72549,,"USAID платил голливудским звездам за поездки на Украину
Шон Пен, Орландо Блум, Жан-Клод Ван Дамм и другие голливудские звезды публично заявляли, что на стороне украинцев в конфликте с Россией, и даже ездили в Киев. Но не за даром, а за круглые суммы. Ван Дам получил $1,500,000, Бен Стиллер $4,000,000, Шон Пенн $5,000,000, Орландо Блум $8,000,000. Дороже всего обошлась Анджелина Джоли – ей заплатили аж $20,000,000.
NE.САХАР","5 Feb, 23:00",249.6k,NЕ.САХАР
https://tgstat.ru/channel/@mig41/39935,,"USAID вместе с  голливудскими звездами лихо осваивал бюджеты, активно используя ситуацию на Украине
Шон Пен, Орландо Блум, Жан-Клод Ван Дамм и другие голливудские звезды публично поддерживали украинцев в конфликте с Россией и даже ездили в Киев. Но, как выяснилось, отнюдь не по зову сердца, а за круглые суммы. Ван Дам получил $1,500,000, Бен Стиллер $4,000,000, Шон Пенн $5,000,000, Орландо Блум $8,000,000. Дороже всего обошлась Анджелина Джоли – ей заплатили аж $20,000,000
Как тебе такое, глава техподдержки и главный аудитор Белого Дома, Илон Маск ? ? ?
🔴
Осторожно, планируем будущее! МИГ России. Подписаться","5 Feb, 19:44",233.4k,МИГ России
https://tgstat.ru/channel/@boris_rozhin/153686,,"USAID платил голливудским звездам за поездки на Украину
Шон Пен, Орландо Блум, Жан-Клод Ван Дамм и другие голливудские звезды публично заявляли, что на стороне украинцев в конфликте с Россией, и даже ездили в Киев. Но не за даром, а за круглые суммы. Ван Дам получил $1,500,000, Бен Стиллер $4,000,000, Шон Пенн $5,000,000, Орландо Блум $8,000,000. Дороже всего обошлась Анджелина Джоли – ей заплатили аж $20,000,000.
@zarussia_1","5 Feb, 22:15",207.4k,Colonelcassad
https://tgstat.ru/channel/@Ria_novosti_rossiya/50868,,"USAID платил голливудским звездам за поездки на Украину
Шон Пен, Орландо Блум, Жан-Клод Ван Дамм и другие голливудские звезды публично заявляли, что на стороне украинцев в конфликте с Россией, и даже ездили в Киев. Но не за даром, а за круглые суммы. Ван Дам получил $1,500,000, Бен Стиллер $4,000,000, Шон Пенн $5,000,000, Орландо Блум $8,000,000. Дороже всего обошлась Анджелина Джоли – ей заплатили аж $20,000,000.
Да вы что? А кастрюлю до сих пор думают что это искренняя любовь к нерабам 🤷
🇷🇺
Подписаться на РОССИЮ СЕЙЧАС","5 Feb, 21:58",189.9k,Россия сейчас • Новости
https://by.tgstat.com/channel/@belarusian_silovik/49025,,"Эва как… USAID платила голивудским звездам большие гонорары за то, чтобы те приезжали на Украину.
По публикуемым данным, они получили:
Ван Дам - $1,500,000
Бен Стиллер - $4,000,000
Шон Пенн - $5,000,000
Орландо Блум - $8,000,000
Анджелина Джоли – $20,000,000
@belarusian_silovik","5 Feb, 20:20",175.1k,Белорусский силовик 🇧🇾
https://tgstat.ru/channel/@OstashkoNews/170134,,"❗️🇺🇦
Визиты голливудских звезд на Украину спонсировались USAID
Ранее такие визиты артистов выставлялись как порывы доброй воли.
▪️За визит Анжелины
Джоли
заплатили $
20
млн,
Орландо
Блум
обошёлся в $
8
млн,
Шонн
Пенн
в $
5
млн,
Бен
Стиллер
— $
4
млн,
Жан-Клод
Ван Дамм
стоил всего $
1,5
млн.
Сообщается, что это было сделано для повышения популярности Зеленского среди иностранной аудитории, особенно в США.
▪️Участие знаменитостей якобы облегчило координацию программ финансирования для Украины во время конфликта.
Ранее сообщалось о выделении организацией средств на беспорядки в
Грузии
, раскачку Северного
Кавказа
, украинский
госпереворот
и поддержку
террористов
. Теперь сотрудников USAID
отзывают
из-за рубежа вместе с семьями.
Осташко! Важное
|
подпишись
|
#важное","5 Feb, 19:31",170.6k,Осташко! Важное
https://tgstat.ru/channel/@serialoman_z/9454,,"USAID платил голливудским звездам за поездки на Украину
Ван Дам - $1,500,000
Бен Стиллер - $4,000,000
Шон Пенн - $5,000,000
Орландо Блум - $8,000,000
Анджелина Джоли – $20,000,000","5 Feb, 19:46",156.3k,Сериаломан Z️ ️
https://tgstat.ru/channel/@tsargradtv/99284,,"Аренда Анджелины Джоли посуточно, ДОРОГО: Сколько стоит «голливудское милосердие»
Как выяснилось, USAID не только финансировало «независимые СМИ», но и организовывало визиты западных знаменитостей с целью поднять популярность Зеленского и Украины в глазах мировой общественности. Об этом рассказал американский портал «E news».
А вы думали, что аренда голливудских звезд для поддержания «правильной» повестки – это просто миф? USAID тем временем не скупились на гонорары, чтобы селебрити разыгрывали спектакли на международной арене. Например, Шон Пенн, мечтавший «переплавить свой ""Оскар"" в пули, чтобы стрелять в русских», обошелся им в пять миллионов долларов. Сколько стоило публично озвучить его голубую мечту – не уточняется. Однако дороже всего обошелся визит Анджелины Джоли на Украину.
Итак, вот прайс-лист на звездную поддержку:
Ван Дамм: 1 500 000 баксов
Бен Стиллер: 4 000 000 баксов
Шон Пенн: 5 000 000 баксов
Орландо Блум: 8 000 000 баксов
Анджелина Джоли: 20 000 000 баксов
Просто шоу-бизнес и отработанные роли, ничего личного. Хотя, если бы украинцы знали, сколько стоит их «поддержка», возможно, предпочли бы наличные.
🤴
Царьград.ТВ — Не боимся говорить правду | Подпишись","5 Feb, 21:05",84.1k,Царьград ТВ
https://tgstat.ru/channel/@zakharprilepin/25601,,"ДЕ(Д)ВУШКИ ПО ВЫЗОВУ
В сущности, все и так догадывались. Но, Боже мой, неужели Украина такой урод, что ее возможно полюбить лишь за такие безумные деньги?
USAID спонсировало визиты американских знаменитостей на Украину, чтобы подержать режим Зеленского, поднять его популярность, в первую очередь у американской аудитории.
Продвижение проукраинского контента на YouTube обошлось USAID бюджету примерно в 8 – 12 млрд долларов. С 2022 года USAID сотрудничало с Google и за деньги пропихивало проукраинский контент на YouTube, чтобы создать видимость ажиотажа вокруг Украины.
С тех пор как не платят деньги - никто не ездит.
Какие же бляди.
…где, к слову, та Америка, что родила Хэма, ездившего воевать с фашизмом за так? Бесплатно! Рискуя по-настоящему.
Впрочем, забыл.
Америка и есть нынче тот самый фашизм.
А Хэм был «левачок». Сейчас таких не делают. Сейчас только фашистских проституток.","5 Feb, 21:37",82.6k,Захар Прилепин
https://tgstat.ru/channel/@sobolevtam/8776,,"20 миллионов долларов получила Анджелина Джоли за свою поездку в Киев в начале войны. Гонорары голливудских звезд за посещение Украины оплачивала организация USAID, которую расформировал Трамп:
> Орландо Блум приезжал за $8 миллионов
> Ван-Дамму заплатили $1,5 миллиона
> Бен Стиллер получил гонорар в $4 миллион
> Шон Пенн получил $5 миллионов
Интересный факт, но, конечно, хотелось бы оценить деятельность печально известной [ныне] USAID не только по случайным сливам некоторых безумных растрат. Иначе представление о политико-идеологическом векторе демократической партии остаётся
ничтожным
. А интересно.
Пока, к сожалению, приходится удовлетвориться информацией, явно вброшенной специально с целью максимально скомпрометировать USAID: всякие пункты про трансгендерные пьесы в Колумбии и гонорары Анджелины Джоли. Весело. Но это ведь даже не вершина айсберга. Но интересная, конечно, организация была, многие сейчас в «эпоху Трампа» мечутся в ужасе.
Особенно после того, организацию фактически расформировали, а Илон Маск взломал некую «секретную комнату» USAID. Документы организации оказались в руках Маска 1 февраля, по сообщениям Bloomberg:
«Комната, куда стремились попасть члены команды Маска — это хранилище конфиденциальной информации (sensitive compartmented information facility, или SCIF).
По словам собеседников Bloomberg, сотрудники DOGE обошли несколько этажей, они ходили из офиса в офис, обыскивая столы. Чиновники также хотели попасть в охраняемую комнату, где хранятся секретные и конфиденциальные документы, но сотрудник службы безопасности USAID отказал им, произошла стычка. После этого один из посетителей позвонил Маску, и тот пригрозил представителям USAID, что привлечет Службу судебных приставов США»
Трамп и Маск продолжают наносить ответный удар.
@sobolevtam","5 Feb, 22:43",70.1k,Соболев LIVE
https://uk.tgstat.com/channel/@ukr_2025_ru/232295,,"❕
Поляки выступили против Зеленского
По всей Польше распространяются листовки с изображением Владимира Зеленского. Подпись на плакатах гласит: ""Место нациста в мусорке, а не в Аушвице"".
Дело в том, что Владимир Зеленский, экс-президент страны, где открыто прославляют и используют символику нацистов, был приглашён на 80-ю годовщину освобождения нацистского лагеря Освенцим (Аушвиц).
Обычные поляки лучше собственных властей понимают, что такое историческая память.
Знать больше с Украина.ру
👍","27 Jan, 21:11",135.7k,Украина.ру
https://uk.tgstat.com/channel/@sheyhtamir1974/114132,,"Вся Польша заклеена листовками против Зеленского
Подпись гласит: ""Место нациста в мусорке, а не в Аушвице""","27 Jan, 18:06",126.6k,Шейх Тамир
https://uk.tgstat.com/channel/tlSOaHPBaio5ZmNi/14263,,"❗️
Поляки выступили против Зеленского
.
По всей Польше распространяются листовки с изображением Владимира Зеленского. Подпись на плакатах гласит: ""Место нациста в мусорке, а не в Аушвице"".
Дело в том, что Владимир Зеленский, экс-президент страны, где открыто прославляют и используют символику нацистов, был приглашён на 80-ю годовщину освобождения нацистского лагеря Освенцим (Аушвиц).
Обычные поляки лучше собственных властей понимают, что такое историческая память.
ДенаZификация Украины.
Подписаться. | Предложить новость.","27 Jan, 22:50",49.2k,ДенаZификация Украины 🇷🇺
https://uk.tgstat.com/channel/_vlurJf2Mz80ZmEy/1814,,"❗️
Поляки выступили против Зеленского
.
По всей Польше распространяются листовки с изображением Владимира Зеленского. Подпись на плакатах гласит: ""Место нациста в мусорке, а не в Аушвице"".
Дело в том, что Владимир Зеленский, экс-президент страны, где открыто прославляют и используют символику нацистов, был приглашён на 80-ю годовщину освобождения нацистского лагеря Освенцим (Аушвиц).
Обычные поляки лучше собственных властей понимают, что такое историческая память.
🇷🇺
Дневник Десантника.
Подписаться.
🪂","27 Jan, 21:44",37.1k,Дневник Десантника 🇷🇺
https://tgstat.ru/channel/@topor/41229,,"На Марсе нашли странный квадрат.
В интернете обсуждают загадочное квадратное сооружение на поверхности Красной планеты, размером около 2 км. Фото сделано камерой Mars Orbiter Camera (MOC), и его подлинность можно проверить через Mars Image Explorer Университета штата Аризона.
Конспирологи уже выдвигают версии: от инопланетных построек до древних марсианских баз. NASA пока хранит молчание.","2 Feb, 10:33",274.4k,ТОПОР - Горячие новости
https://tgstat.ru/channel/@Cbpub/58433,,"В интернете активно обсуждают странное квадратное сооружение на поверхности Марса, около 2 километров в длину — конспирологи уже выстроили множество теорий. Это не фотошоп, а реальное фото, полученное с камеры Mars Orbiter Camera (MOC). Убедиться в подлинности можно через Mars Image Explorer Университета штата Аризона.
Дача Маска","2 Feb, 13:48",242.6k,КБ
https://tgstat.ru/channel/@rhymestg/158343,,"ПИРАМИДЫ НА МАРСЕ?
На снимках Mars Orbiter Camera обнаружено странное квадратное сооружение длиной около 2 километров 😱
Симметричные формы и чёткие углы не похожи на природные образования. Учёные предполагают, что это
следы исчезнувшей разумной цивилизации, другие оптическая иллюзия
😁 — да это Илон Маск себе марсианскую дачу строит
❤️ — иллюзия или просто камни так лежат","2 Feb, 20:10",199.6k,Рифмы и Панчи 🤯
https://tgstat.ru/channel/@ivan_utenkov13/65490,,"На Марсе была найдена
квадратная структура,
снятая камерой Mars Global Surveyor,
вызвавшая интерес из-за своей симметрии.","2 Feb, 17:58",164.8k,Иван Утенков | КУРСК
https://tgstat.ru/channel/@Lepragram/46723,,"В интернетах активно обсуждают странное квадратное сооружение на поверхности Марса, около 2 километров в длину — конспирологи уже выстроили множество теорий
Это не фотошоп, а реальное фото, полученное с камеры Mars Orbiter Camera (MOC). Убедиться в подлинности можно через Mars Image Explorer Университета штата Аризона.
ЧЗХ?! Илон Маск уже дачу себе строит? 🤪
🙈
Подписаться на Лепру
🙈","1 Feb, 21:01",133.1k,Лепра
https://tgstat.ru/channel/@novosti_efir/65833,,"Голый Трамп появился в Твиттере.
Хакеры взломали
его аккаунт и подменили картинку в его посте от 2011 года
📢
Прямой эфир","4 Feb, 18:16",738k,Прямой Эфир • Новости
https://tgstat.ru/channel/@technomotel/6279,,"Нюдсы Трампа слили в сеть: хакеры
взломали X/Twitter
президента США и
подменили
картинку в его посте от 2011 года.
Ждём Дональда на следующем «Грэмми».","4 Feb, 18:16",299.2k,Техномотель
https://tgstat.ru/channel/AAAAAFFULXxCe-AVQxy9Fw/22883,,"В соцсети Х заметили голого Трампа
Хакеры взломали его аккаунт и подменили картинку в посте от 2011 года","4 Feb, 18:24",296.6k,КБ +
https://tgstat.ru/channel/@proofzzz/30754,,"Мои мысли о hannityshow и моем появлении на чаепитии в эти выходные
....
Хакеры взломали официальный аккаунт Дональда Трампа и заменили картинку в посте от 2011 года на его нюдсы.
Сделать это для продвинутого хакера достаточно несложно. Если вы ссылаетесь на какой-то сторонний пост, у вас в сообщении  выскакивает картинка из этого поста. Так вот - надо просто подменить эту картинку.
Zлой Пруф","4 Feb, 18:48",226.1k,Zлой Пруф️
https://tgstat.ru/channel/@mediyca/4599,,"Хакеры взломали аккаунт Трампа и слили его голое фото
⚫️
Попасть в Медийку","4 Feb, 18:25",209.9k,Медийка
https://tgstat.ru/channel/@why4ch/14997,,"В соцсети Х заметили голого Трампа
Хакеры взломали его аккаунт и подменили картинку в посте от 2011 года","4 Feb, 18:24",207.6k,4ch
https://tgstat.ru/channel/@trends/15568,,"Хакеры слили фото ГОЛОГО Трампа прямо в его официальном аккаунте. Они
подменили картинку
в посте от 2011 года, чтобы прорекламировать крипту.
Мы не хотели этого видеть 💀
@trends","4 Feb, 18:24",190.4k,Сегодня в тренде
https://tgstat.ru/channel/19UsJwMmEWM4Y2Ri/59890,,"⁉️Голый Трамп появился в Твиттере.
Хакеры взломали
его аккаунт и подменили картинку в его посте от 2011 года
Правдивости - подписаться","4 Feb, 19:30",170.9k,Правдивости
https://tgstat.ru/channel/@SHTOLLNEWS/15313,,"Трампа взломали и залили его нюдсы на официальный Х.
Не для слабонервных —
СЛИВНАЯ КРЫСА 🐀","4 Feb, 18:29",152.1k,SHTOLL NEWS💋
https://tgstat.ru/channel/@banki_oil/27566,,"Фото голого Трампа слили в сеть. Хакеры взломали официальный твиттер-аккаунт нового президента США.
@banki_oil","4 Feb, 18:09",144.8k,Баррель черной икры
https://tgstat.ru/channel/@bankrollo/37918,,"Голый Трамп появился в твиттере. Хакеры взломали его аккаунт и подменили картинку в посте 2011 года на его нюдсы.
@bankrollo","4 Feb, 18:07",117.1k,"Банки, деньги, два офшора"
https://tgstat.ru/channel/@bazabazon/34819,,"Кажется, в аккаунте X (бывший «Твиттер») Дональда Трампа появилось фото голого Дональда Трампа.
Как так вышло? Судя по всему, неизвестные подменили ссылку bitly в одном из старых постов президента США аж 2011 года. X обновил предпросмотр, и теперь это один из самых комментируемых постов в аккаунте президента. При этом достоверность фото, конечно, не подтверждена.
❗
Подписывайтесь, это Baza","4 Feb, 18:37",519.9k,Baza
https://tgstat.ru/channel/@ASupersharij/36241,,"Охренеть. Но вроде бы транс  Джо Эллис был пилотом-стажером, управлявшим Blackhawk, который стал причиной вчерашней катастрофы.
Пилот летел хаотично и, возможно, делал это намеренно. Также сообщалось, что Джо Эллис опубликовала в сети за день до катастрофы протест против политики Трампа по отстранению трансгендеров от военной службы.
Вашу ж мать…","31 Jan, 13:52",1m,Анатолий Шарий
https://tgstat.ru/channel/@novosti_efir/65655,,"Пилотом вертолета Black Hawk, который врезался в пассажирский самолет в Вашингтоне, управлял трансгендер*.
В СМИ пишут, что пилот летел хаотично и игнорировал разницу в высоте.
Также сообщается, что Джо Эллис опубликовала в сети за день до катастрофы протест против политики Трампа по отстранению трансгендеров от военной службы.
* — Движение ЛГБТ запрещено в РФ.
UPD:
Пилот-трансгендер Джо Эллис вышел в сеть и заявил, что в день крушения судна находился дома, никакого отношения к катастрофе он не имеет
📢
Прямой эфир","31 Jan, 16:28",769.6k,Прямой Эфир • Новости
https://tgstat.ru/channel/@sanya_florida/23224,,"Трансгендер был пилотом-стажером, управлявшим Blackhawk, который стал причиной вчерашней авиакатастрофы.
Летел хаотично и игнорировал разницу в высоте. Также сообщалось, что Джо Эллис опубликовал в сети за день до катастрофы протест против политики Трампа по отстранению трансгендеров от военной службы.
Ред. информация опровергнута","31 Jan, 14:38",518.9k,Саня во Флориде
https://tgstat.ru/channel/@ostorozhno_novosti/33377,,"Первый известный штраф за «пропаганду чайлдфри» назначили жительнице Севастополя — из-за цитаты Тарантино и фотографий со средним пальцем.
29-летнюю девушку оштрафовали на 50 тысяч по статье о «пропаганде отказа от деторождения» (ч. 3 ст. 6.21), которая появилась в ноябре 2024-го. Официальный аккаунт полиции Севастополя сообщает, что «женщина публиковала мизантропические посты».
В качестве подтверждения силовики опубликовали три скриншота постов, которые были опубликованы еще до «запрета чайлдфри» в России. На первом персонажи известных фильмов и сериалов показывают средний палец, на втором этот же жест демонстрирует Рик из «Рика и Морти», на третьем цитата Квентина Тарантино: «Делать фильмы, а не детей — мой девиз. К черту маленьких сопливых уе****в. Я хочу веселиться». Как именно эти репосты пропагандировали отказ от рождения детей, полиция не уточнила.","31 Jan, 22:56",509.6k,"Осторожно, новости"
https://tgstat.com/channel/@sanya_florida/23033,,"Президент Украины Зеленский трижды просил пригласить его на инаугурацию Дональда Трампа, но получил отказ, утверждает Дональд Трамп-младший.
Хрен тебе на нос! 😁","20 Jan, 15:35",528.1k,Саня во Флориде
https://tgstat.com/channel/@legitimniy/19375,,"#раскладка
Дональд Трамп младший
играет «плохого полицейского» и
может говорить всё, что не может «пока» говорить Трамп старший.
Интересен тут факт, что Трамп младший
подтвердил наши инсайды,
что Зеленский пытался «купить/получить» себе место на инаугурации Трампа. Как его отшили, так он сразу сделал вид, что сам не особо хотел туда ехать.","20 Jan, 13:09",388.6k,Легитимный
https://tgstat.com/channel/@proofzzz/30154,,"Дональд Трамп-младший продолжает глумиться над нарколыгой:
""Самое смешное, что он трижды неофициально просил о приглашении, и каждый раз получал отказ. Теперь он ведет себя так, будто сам решил не ехать … что за чудак.""
Протухший в интервью Newsweek
:
""
Я не могу. Я не могу приехать,особенно во время войны, если только Президент Трамп не пригласит меня лично. Я не уверен, что стоит приходить, потому что я знаю, что в целом лидеров по какой-то причине обычно не приглашают на инаугурацию президентов Соединенных Штатов Америки"".
Zлой Пруф","19 Jan, 13:46",293.9k,Zлой Пруф️
https://tgstat.com/channel/@dva_majors/62721,,"Трамп младший написал в соцсетях про сиплого фюрера: Самое смешное, что он трижды неофициально просил о приглашений на инаугурацию, и каждый раз получал отказ. Теперь он ведет себя так, будто сам решил не ехать. Что за чудак?
🔹Сезон унижений Зеленского открыт
Блокнот пропагандиста","19 Jan, 13:38",284.8k,Два майора
https://tgstat.com/channel/@ZeRada1/23274,,"⚡️🇺🇸
Дональд Трамп-младший за сутки до инаугурации находит время жёстко троллить Зеленского:
«Самое смешное, что он трижды неофициально просил о приглашении, и каждый раз получал отказ. Теперь он ведет себя так, будто сам решил не ехать. Что за чудак?»
Раньше про эти тупые схемы поведения Зе писали только телеграм каналы, теперь пишут в Белом доме. Владимир Александрович, как раньше уже не получится🤷","20 Jan, 12:47",281k,ЗеРада
https://tgstat.com/channel/@SolovievLive/309138,,"📸 Дональд Трамп-младший в социальной сети рассказал о том, как Просроченный напрашивался на инаугурацию избранного президента США:
«Самое смешное, что он трижды неофициально просил о приглашении, и каждый раз получал отказ. Теперь он ведет себя так, будто сам решил не ехать... Ну что за чудак?»
✍
Подписывайся на Соловьева!","19 Jan, 11:59",268.6k,СОЛОВЬЁВ
https://tgstat.ru/channel/@MariaVladimirovnaZakharova/9642,,"Зеленский заявил, что не поедет на инаугурацию Трампа, потому что у него дома дела.
Трубу прорвало?
Ведь за 2024 год просроченный побывал более чем в 35 странах, и «домашние дела» его не смутили. Новый год  только начался, а у него за две недели  уже случились попрошайные визиты в Германию, Италию, Польшу. И домашние дела снова помехой не стали.
То, что он  трижды просился в Вашингтон, а ему, как сейчас выяснилось, отказали, он забыл уточнить.
Заврался.","19 Jan, 18:33",442.1k,Мария Захарова
https://uk.tgstat.com/channel/@ukr_2025_ru/232724,,"❕
Украинский певец Потап после крушения самолета в США написал «выражаю сочувствие всем, кроме тех, кто из России».
Без комментариев.","31 Jan, 19:36",150.4k,Украина.ру
https://tgstat.ru/channel/@slavaded1337/69047,,"Украинский певец Потап после крушения самолета в США написал «выражаю сочувствие всем, кроме тех, кто из России","31 Jan, 20:19",190.7k,Дядя Слава
https://tgstat.ru/channel/algGOzXN7sRhNGVi/48084,,"🤬Хохло певец Потап после крушения самолета в США написал: «выражаю сочувствие всем, кроме тех, кто из России»
👉
Подпишись на Наблюдатель
👁","3 Feb, 14:02",184k,Наблюдатель👁️
https://uk.tgstat.com/channel/@ukr_2025_ru/232724,,"❕
Украинский певец Потап после крушения самолета в США написал «выражаю сочувствие всем, кроме тех, кто из России».
Без комментариев.","31 Jan, 19:36",150.4k,Украина.ру
https://tgstat.ru/channel/@chp_crimea/56491,,"🤦‍♂️
Украинский певец Потап после крушения самолета в США написал «выражаю сочувствие всем, кроме тех, кто из России»
Без комментариев.","31 Jan, 19:42",111.7k,ЧП / Крым
https://tgstat.ru/channel/@imnotbozhena/50229,,"Украинский певец Потап после крушения самолета в США продолжает свое людоедство. Пишет: «выражаю сочувствие всем, кроме тех, кто из России».","2 Feb, 16:32",130.2k,НЕБОЖЕНА
https://tgstat.ru/channel/@ninavatt90/52656,,"Потап после крушения самолета в США написал «
выражаю сочувствие всем, кроме тех, кто из России
»
Дебил кокаиновый🤦🏻‍♀️","31 Jan, 20:26",81.1k,Nina VATT 🇷🇺
https://tgstat.ru/channel/@zhestnovosty/38101,,"Украинский певец Потап после крушения самолета в США написал «выражаю сочувствие всем, кроме тех, кто из России
🔞
Подписаться на Жесть Дня","31 Jan, 20:35",78.8k,Жесть дня
https://tgstat.ru/channel/@ASGasparyan/61809,,"В комментариях не нуждается.
Селюковый певец Потап после крушения самолета в США написал: «Выражаю сочувствие всем, кроме тех, кто из России»
🤩
Подписывайтесь на
ГАСПАРЯН","31 Jan, 19:43",67.2k,ГАСПАРЯН
https://tgstat.ru/channel/@Lauradjagadiary/7342,,"Раньше миром управляли умные. Это было жестоко.
Умные заставляли тупых учиться. Тупым было тяжело.
Теперь миром управляют тупые.
Это честно, потому что тупых гораздо больше.
Теперь умные учатся говорить так, чтоб тупым было понятно.
Если тупой что-то не понял, это умного проблема.
Раньше страдали тупые.
Теперь страдают умные.
Страданий стало меньше, потому что умных все меньше и меньше
Мир изменился к лучшему.
М.Жванецкий","24 Jan 2023, 20:29",140.1k,Дневник Лауры Д
https://tgstat.ru/channel/@medvedev_telegram/562,,"Вот не хотел ничего писать про высказывание не известной никому чешской сенаторши с многозначной фамилией Немцова, которая пожелала Ленинграду ещё раз пережить блокаду. Но вчера посетил родной город – и не могу сдержаться.
Вы просто вдумайтесь: какая-то дегенеративная европейская тварь пожелала нашей стране, а значит, нам с вами, чтобы ещё раз погиб минимум миллион наших граждан. Ну как это укладывается в голове, а? Что там с ними произошло? Что случилось в этой же задрипанной Чехии, где в ходе операции по освобождению Праги погибли десятки тысяч наших соотечественников (я не говорю про нормальных чехов – их ещё пока достаточно)? Что там случилось с пресловутыми «элитами» и властями? Ведь это уже даже не привычная нам русофобия.
Такие высказывания забывать нельзя. Как и злобных животных типа этой немцовой, что их произносят. Им я всем сердцем желаю сгинуть в кровавых вихрях новой Пражской весны, как в том самом 1968-м!","1 Feb, 12:42",2.2m,Дмитрий Медведев
https://tgstat.ru/channel/@slutsky_l/3206,,"Чешский сенатор Немцова оправдывается и называет фейком свой пост в сети Х с пожеланиями «новой блокады Ленинграда». Но интернет помнит все. Ее высказывания
проверят
в СК РФ.
Случай показательный, который нельзя спускать на тормозах.
Помимо следственных действий необходимо ставить ребром вопрос о признании геноцида советского народа со стороны гитлеровской Германии, ее союзников и пособников
в годы Второй Мировой войны.
Государственная Дума принимала отдельное заявление на этот счет еще в марте 2023 года. Однако западники продолжают игнорировать очевидные факты.
Европейские политики нуждаются в принудительном лечении от исторической амнезии.
«Болезнь» в крайне запущенной стадии: на мероприятия по случаю освобождения Освенцима съезжаются наследники фашистов, зверски мучивших его узников, непоследовательная дамочка желает России повторения ужасов нацисткой блокады, Трамп утверждает, что СССР лишь помог американцам выиграть войну.
Наш долг, особенно в преддверии 80-летия Великой Победы, на всех уровнях противодействовать фальсификации истории Второй Мировой войны. Не позволим стереть память о подвиге воинов-освободителей и решающем вкладе советского народа в победу над «коричневой чумой».","1 Feb, 16:12",395.3k,СЛУЦКИЙ
https://tgstat.ru/channel/@SolovievLive/310434,,"Чешский сенатор Немцова оправдывается и называет фейком свой пост в сети Х с пожеланиями «новой блокады Ленинграда». Но интернет помнит все. Ее высказывания
проверят
в Следственном комитете РФ.
Случай показательный, который нельзя спускать на тормозах.
Помимо следственных действий необходимо ставить ребром вопрос о признании геноцида советского народа со стороны гитлеровской Германии, ее союзников и пособников
в годы Второй Мировой войны.
Государственная Дума принимала отдельное заявление на этот счет еще в марте 2023 года. Однако западники продолжают игнорировать очевидные факты.
Европейские политики нуждаются в принудительном лечении от исторической амнезии.
Болезнь в крайне запущенной стадии: на мероприятия по случаю освобождения Освенцима съезжаются наследники фашистов, зверски мучивших его узников, непоследовательная дамочка желает России повторения ужасов нацисткой блокады, Трамп утверждает, что СССР лишь помог американцам выиграть войну.
Наш долг, особенно в преддверии 80-летия Великой Победы, на всех уровнях противодействовать фальсификации истории Второй Мировой войны. Не позволим стереть память о подвиге воинов-освободителей и решающем вкладе советского народа в победу над «коричневой чумой».","1 Feb, 18:03",229.9k,СОЛОВЬЁВ
